pilota,classe,team,posizioneCalendario,anno,numeroDiGara,tipoIscrizione,risultato,costruttore,modello
000052,Moto2,Mooney VR46 Racing Team,11,2022,28,Titolare,0000876,011,Kalex Moto2
000053,Moto2,Pertamina Mandalika SAG Team,1,2022,2,Titolare,0000287,011,Kalex Moto2
000053,Moto2,Pertamina Mandalika SAG Team,2,2022,2,Titolare,0000317,011,Kalex Moto2
000053,Moto2,Pertamina Mandalika SAG Team,3,2022,2,Titolare,0000346,011,Kalex Moto2
000053,Moto2,Pertamina Mandalika SAG Team,4,2022,2,Titolare,0000464,011,Kalex Moto2
000053,Moto2,Pertamina Mandalika SAG Team,5,2022,2,Titolare,0000507,011,Kalex Moto2
000053,Moto2,Pertamina Mandalika SAG Team,6,2022,2,Titolare,0000574,011,Kalex Moto2
000053,Moto2,Pertamina Mandalika SAG Team,7,2022,2,Titolare,0000640,011,Kalex Moto2
000053,Moto2,Pertamina Mandalika SAG Team,8,2022,2,Titolare,,011,Kalex Moto2
000053,Moto3,Team Gresini,1,2021,2,Titolare,0000965,002,NSF250RW
000053,Moto3,Team Gresini,2,2021,2,Titolare,0001051,002,NSF250RW
000053,Moto3,Team Gresini,3,2021,2,Titolare,0001122,002,NSF250RW
000053,Moto3,Team Gresini,4,2021,2,Titolare,0001225,002,NSF250RW
000053,Moto3,Team Gresini,5,2021,2,Titolare,0001304,002,NSF250RW
000053,Moto3,Team Gresini,6,2021,2,Titolare,0001361,002,NSF250RW
000053,Moto3,Team Gresini,7,2021,2,Titolare,0001445,002,NSF250RW
000053,Moto3,Team Gresini,8,2021,2,Titolare,0001542,002,NSF250RW
000053,Moto3,Team Gresini,9,2021,2,Titolare,0001603,002,NSF250RW
000053,Moto3,Team Gresini,10,2021,2,Titolare,0001694,002,NSF250RW
000053,Moto3,Team Gresini,11,2021,2,Titolare,0001769,002,NSF250RW
000053,Moto3,Team Gresini,12,2021,2,Titolare,0001840,002,NSF250RW
000053,Moto3,Team Gresini,13,2021,2,Titolare,0001933,002,NSF250RW
000053,Moto3,Team Gresini,14,2021,2,Titolare,,002,NSF250RW
000053,Moto3,Team Gresini,17,2021,2,Titolare,,002,NSF250RW
000054,Moto2,Pertamina Mandalika SAG Team,1,2021,64,Titolare,0000941,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,1,2022,64,Titolare,0000285,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,2,2021,64,Titolare,0001022,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,2,2022,64,Titolare,0000310,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,3,2021,64,Titolare,0001113,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,3,2022,64,Titolare,0000333,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,4,2021,64,Titolare,0001182,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,4,2022,64,Titolare,0000446,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,5,2021,64,Titolare,0001253,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,5,2022,64,Titolare,0000505,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,6,2021,64,Titolare,0001344,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,6,2022,64,Titolare,0000564,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,7,2021,64,Titolare,0001413,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,7,2022,64,Titolare,0000629,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,8,2021,64,Titolare,0001501,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,8,2022,64,Titolare,0000684,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,9,2021,64,Titolare,0001581,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,9,2022,64,Titolare,0000744,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,10,2021,64,Titolare,0001667,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,10,2022,64,Titolare,0000808,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,11,2021,64,Titolare,0001736,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,11,2022,64,Titolare,0000857,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,12,2021,64,Titolare,0001811,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,13,2021,64,Titolare,0001899,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,14,2021,64,Titolare,0001983,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,15,2021,64,Titolare,0002052,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,16,2021,64,Titolare,0002127,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,17,2021,64,Titolare,0002209,011,Kalex Moto2
000054,Moto2,Pertamina Mandalika SAG Team,18,2021,64,Titolare,0002297,011,Kalex Moto2
000055,Moto2,Pertamina Mandalika SAG Team,7,2021,74,Wildcard,0001432,011,Kalex Moto2
000055,Moto2,Pertamina Mandalika SAG Team,9,2022,74,Wildcard,0000754,011,Kalex Moto2
000055,Moto2,Pertamina Mandalika SAG Team,13,2021,74,Wildcard,0001906,011,Kalex Moto2
000055,Moto2,Pertamina Mandalika SAG Team,17,2021,74,Wildcard,0002219,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,1,2021,37,Titolare,0000946,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,2,2021,37,Titolare,0001016,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,3,2021,37,Titolare,0001092,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,4,2021,37,Titolare,0001197,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,5,2021,37,Titolare,0001277,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,6,2021,37,Titolare,0001358,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,7,2021,37,Titolare,0001412,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,8,2021,37,Titolare,0001514,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,9,2021,37,Titolare,0001569,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,10,2021,37,Titolare,0001647,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,11,2021,37,Titolare,0001722,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,12,2021,37,Titolare,0001802,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,13,2021,37,Titolare,0001877,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,14,2021,37,Titolare,0001964,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,15,2021,37,Titolare,0002041,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,16,2021,37,Titolare,0002117,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,17,2021,37,Titolare,0002203,011,Kalex Moto2
000056,Moto2,Elf Marc VDS Racing Team,18,2021,37,Titolare,0002275,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,1,2022,37,Titolare,0000270,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,2,2022,37,Titolare,0000300,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,3,2022,37,Titolare,0000351,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,4,2022,37,Titolare,0000448,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,5,2022,37,Titolare,0000518,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,6,2022,37,Titolare,0000561,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,7,2022,37,Titolare,0000616,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,8,2022,37,Titolare,0000678,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,9,2022,37,Titolare,0000734,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,10,2022,37,Titolare,0000793,011,Kalex Moto2
000056,Moto2,Red Bull KTM Ajo,11,2022,37,Titolare,0000853,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,1,2021,37,Titolare,0000962,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,1,2022,51,Titolare,0000278,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,2,2021,37,Titolare,0001039,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,2,2022,51,Titolare,0000304,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,3,2021,37,Titolare,0001118,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,3,2022,51,Titolare,0000331,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,4,2021,37,Titolare,0001199,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,4,2022,51,Titolare,0000461,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,5,2021,37,Titolare,0001287,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,5,2022,51,Titolare,0000525,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,6,2021,37,Titolare,0001366,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,6,2022,51,Titolare,0000577,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,7,2021,37,Titolare,0001446,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,7,2022,51,Titolare,0000639,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,8,2021,37,Titolare,0001519,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,8,2022,51,Titolare,0000674,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,9,2021,37,Titolare,0001599,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,9,2022,51,Titolare,0000737,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,10,2021,37,Titolare,0001675,005,RC250GP
000057,Moto2,Red Bull KTM Ajo,10,2022,51,Titolare,0000794,011,Kalex Moto2
000057,Moto3,Red Bull KTM Ajo,11,2021,37,Titolare,0001753,005,RC250GP
000057,Moto3,Red Bull KTM Ajo,12,2021,37,Titolare,0001836,005,RC250GP
000057,Moto3,Red Bull KTM Ajo,13,2021,37,Titolare,0001931,005,RC250GP
000057,Moto3,Red Bull KTM Ajo,14,2021,37,Titolare,0001995,005,RC250GP
000057,Moto3,Red Bull KTM Ajo,15,2021,37,Titolare,0002074,005,RC250GP
000057,Moto3,Red Bull KTM Ajo,16,2021,37,Titolare,0002147,005,RC250GP
000057,Moto3,Red Bull KTM Ajo,17,2021,37,Titolare,0002226,005,RC250GP
000057,Moto3,Red Bull KTM Ajo,18,2021,37,Titolare,0002319,005,RC250GP
000058,Moto2,NTS RW Racing GP,1,2021,70,Titolare,,014,NH7
000058,Moto2,NTS RW Racing GP,5,2021,70,Titolare,0001264,014,NH7
000058,Moto2,NTS RW Racing GP,6,2021,70,Titolare,0001346,014,NH7
000058,Moto2,NTS RW Racing GP,7,2021,70,Titolare,0001429,014,NH7
000058,Moto2,NTS RW Racing GP,8,2021,70,Titolare,0001502,014,NH7
000058,Moto2,NTS RW Racing GP,9,2021,70,Titolare,0001590,014,NH7
000058,Moto2,NTS RW Racing GP,10,2021,70,Titolare,0001674,014,NH7
000058,Moto2,NTS RW Racing GP,11,2021,70,Titolare,0001746,014,NH7
000058,Moto2,NTS RW Racing GP,12,2021,70,Titolare,0001819,014,NH7
000058,Moto2,NTS RW Racing GP,13,2021,70,Titolare,0001890,014,NH7
000058,Moto2,NTS RW Racing GP,14,2021,70,Titolare,0001986,014,NH7
000058,Moto2,NTS RW Racing GP,15,2021,70,Titolare,0002054,014,NH7
000058,Moto2,NTS RW Racing GP,16,2021,70,Titolare,0002132,014,NH7
000058,Moto2,NTS RW Racing GP,17,2021,70,Titolare,0002217,014,NH7
000058,Moto2,NTS RW Racing GP,18,2021,70,Titolare,0002290,014,NH7
000058,Moto2,RW Racing GP,1,2022,7,Titolare,0000293,011,Kalex Moto2
000058,Moto2,RW Racing GP,2,2022,7,Titolare,,011,Kalex Moto2
000058,Moto2,RW Racing GP,4,2022,7,Titolare,0000449,011,Kalex Moto2
000058,Moto2,RW Racing GP,5,2022,7,Titolare,0000506,011,Kalex Moto2
000058,Moto2,RW Racing GP,6,2022,7,Titolare,0000571,011,Kalex Moto2
000058,Moto2,RW Racing GP,7,2022,7,Titolare,0000637,011,Kalex Moto2
000058,Moto2,RW Racing GP,8,2022,7,Titolare,0000689,011,Kalex Moto2
000058,Moto2,RW Racing GP,9,2022,7,Titolare,0000748,011,Kalex Moto2
000058,Moto2,RW Racing GP,10,2022,7,Titolare,0000818,011,Kalex Moto2
000058,Moto2,RW Racing GP,11,2022,7,Titolare,0000867,011,Kalex Moto2
000059,Moto2,RW Racing GP,1,2022,84,Titolare,0000290,011,Kalex Moto2
000059,Moto2,RW Racing GP,2,2022,84,Titolare,0000318,011,Kalex Moto2
000059,Moto2,RW Racing GP,3,2022,84,Titolare,0000350,011,Kalex Moto2
000059,Moto2,RW Racing GP,4,2022,84,Titolare,0000468,011,Kalex Moto2
000059,Moto2,RW Racing GP,5,2022,84,Titolare,0000523,011,Kalex Moto2
000059,Moto2,RW Racing GP,6,2022,84,Titolare,0000576,011,Kalex Moto2
000059,Moto2,RW Racing GP,7,2022,84,Titolare,0000632,011,Kalex Moto2
000059,Moto2,RW Racing GP,8,2022,84,Titolare,0000694,011,Kalex Moto2
000059,Moto2,RW Racing GP,9,2022,84,Titolare,0000751,011,Kalex Moto2
000059,Moto2,RW Racing GP,10,2022,84,Titolare,0000810,011,Kalex Moto2
000059,Moto2,RW Racing GP,11,2022,84,Titolare,0000870,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,1,2022,81,Titolare,0000289,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,2,2022,81,Titolare,0000323,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,3,2022,81,Titolare,0000343,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,5,2022,81,Titolare,0000509,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,6,2022,81,Titolare,,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,7,2021,81,Wildcard,0001433,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,8,2022,81,Titolare,0000695,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,10,2022,81,Titolare,0000815,011,Kalex Moto2
000060,Moto2,Yamaha VR46 Master Camp Team,11,2022,81,Titolare,0000873,011,Kalex Moto2
000061,Moto2,Flexbox HP40,1,2021,62,Titolare,0000951,011,Kalex Moto2
000061,Moto2,Flexbox HP40,2,2021,62,Titolare,0001018,011,Kalex Moto2
000061,Moto2,Flexbox HP40,3,2021,62,Titolare,0001116,011,Kalex Moto2
000061,Moto2,Flexbox HP40,4,2021,62,Titolare,0001181,011,Kalex Moto2
000061,Moto2,Flexbox HP40,5,2021,62,Titolare,0001275,011,Kalex Moto2
000061,Moto2,Flexbox HP40,6,2021,62,Titolare,0001339,011,Kalex Moto2
000061,Moto2,Flexbox HP40,7,2021,62,Titolare,0001431,011,Kalex Moto2
000061,Moto2,Flexbox HP40,8,2021,62,Titolare,0001508,011,Kalex Moto2
000061,Moto2,Flexbox HP40,9,2021,62,Titolare,0001579,011,Kalex Moto2
000061,Moto2,Flexbox HP40,10,2021,62,Titolare,0001662,011,Kalex Moto2
000061,Moto2,Flexbox HP40,11,2021,62,Titolare,0001743,011,Kalex Moto2
000061,Moto2,Flexbox HP40,12,2021,62,Titolare,0001823,011,Kalex Moto2
000061,Moto2,Flexbox HP40,13,2021,62,Titolare,0001892,011,Kalex Moto2
000061,Moto2,Flexbox HP40,14,2021,62,Titolare,0001974,011,Kalex Moto2
000061,Moto2,Flexbox HP40,15,2021,62,Titolare,0002056,011,Kalex Moto2
000061,Moto2,Flexbox HP40,16,2021,62,Titolare,0002121,011,Kalex Moto2
000061,Moto2,Flexbox HP40,17,2021,62,Titolare,0002207,011,Kalex Moto2
000061,Moto2,Flexbox HP40,18,2021,62,Titolare,0002285,011,Kalex Moto2
000061,Moto2,Yamaha VR46 Master Camp Team,6,2022,62,Sostituto,0000570,011,Kalex Moto2
000061,Moto2,Yamaha VR46 Master Camp Team,7,2022,62,Sostituto,0000625,011,Kalex Moto2
000061,Moto2,Yamaha VR46 Master Camp Team,9,2022,62,Sostituto,0000747,011,Kalex Moto2
000062,Moto2,MV Agusta Forward Racing,1,2021,24,Titolare,,012,F2
000062,Moto2,MV Agusta Forward Racing,1,2022,24,Titolare,0000284,012,F2
000062,Moto2,MV Agusta Forward Racing,2,2022,24,Titolare,0000324,012,F2
000062,Moto2,MV Agusta Forward Racing,3,2022,24,Titolare,0000341,012,F2
000062,Moto2,MV Agusta Forward Racing,4,2021,24,Titolare,0001193,012,F2
000062,Moto2,MV Agusta Forward Racing,4,2022,24,Titolare,0000463,012,F2
000062,Moto2,MV Agusta Forward Racing,5,2021,24,Titolare,0001257,012,F2
000062,Moto2,MV Agusta Forward Racing,5,2022,24,Titolare,0000526,012,F2
000062,Moto2,MV Agusta Forward Racing,6,2021,24,Titolare,0001352,012,F2
000062,Moto2,MV Agusta Forward Racing,6,2022,24,Titolare,0000575,012,F2
000062,Moto2,MV Agusta Forward Racing,7,2021,24,Titolare,0001423,012,F2
000062,Moto2,MV Agusta Forward Racing,7,2022,24,Titolare,0000631,012,F2
000062,Moto2,MV Agusta Forward Racing,8,2021,24,Titolare,0001518,012,F2
000062,Moto2,MV Agusta Forward Racing,8,2022,24,Titolare,0000697,012,F2
000062,Moto2,MV Agusta Forward Racing,9,2021,24,Titolare,0001587,012,F2
000062,Moto2,MV Agusta Forward Racing,9,2022,24,Titolare,0000753,012,F2
000062,Moto2,MV Agusta Forward Racing,10,2021,24,Titolare,0001669,012,F2
000062,Moto2,MV Agusta Forward Racing,10,2022,24,Titolare,0000821,012,F2
000062,Moto2,MV Agusta Forward Racing,11,2021,24,Titolare,0001738,012,F2
000062,Moto2,MV Agusta Forward Racing,11,2022,24,Titolare,0000872,012,F2
000062,Moto2,MV Agusta Forward Racing,12,2021,24,Titolare,0001818,012,F2
000062,Moto2,MV Agusta Forward Racing,13,2021,24,Titolare,0001884,012,F2
000062,Moto2,MV Agusta Forward Racing,14,2021,24,Titolare,0001988,012,F2
000062,Moto2,MV Agusta Forward Racing,15,2021,24,Titolare,0002050,012,F2
000062,Moto2,MV Agusta Forward Racing,16,2021,24,Titolare,0002134,012,F2
000062,Moto2,MV Agusta Forward Racing,17,2021,24,Titolare,0002211,012,F2
000062,Moto2,MV Agusta Forward Racing,18,2021,24,Titolare,,012,F2
000063,Moto2,American Racing,1,2021,42,Titolare,0000960,011,Kalex Moto2
000063,Moto2,American Racing,2,2021,42,Titolare,,011,Kalex Moto2
000063,Moto2,American Racing,3,2021,42,Titolare,0001102,011,Kalex Moto2
000063,Moto2,American Racing,4,2021,42,Titolare,0001179,011,Kalex Moto2
000063,Moto2,American Racing,5,2021,42,Titolare,0001261,011,Kalex Moto2
000063,Moto2,American Racing,6,2021,42,Titolare,0001349,011,Kalex Moto2
000063,Moto2,American Racing,7,2021,42,Titolare,0001438,011,Kalex Moto2
000063,Moto2,American Racing,8,2021,42,Titolare,0001497,011,Kalex Moto2
000063,Moto2,American Racing,9,2021,42,Titolare,0001586,011,Kalex Moto2
000063,Moto2,American Racing,10,2021,42,Titolare,0001663,011,Kalex Moto2
000063,Moto2,American Racing,11,2021,42,Titolare,0001745,011,Kalex Moto2
000063,Moto2,American Racing,12,2021,42,Titolare,0001816,011,Kalex Moto2
000063,Moto2,American Racing,13,2021,42,Titolare,0001886,011,Kalex Moto2
000063,Moto2,American Racing,14,2021,42,Titolare,0001972,011,Kalex Moto2
000063,Moto2,American Racing,15,2021,42,Titolare,0002046,011,Kalex Moto2
000063,Moto2,American Racing,16,2021,42,Titolare,0002125,011,Kalex Moto2
000063,Moto2,American Racing,17,2021,42,Titolare,0002208,011,Kalex Moto2
000063,Moto2,American Racing,18,2021,42,Titolare,0002286,011,Kalex Moto2
000063,Moto2,MV Agusta Forward Racing,1,2022,42,Titolare,0000283,012,F2
000063,Moto2,MV Agusta Forward Racing,2,2022,42,Titolare,0000312,012,F2
000063,Moto2,MV Agusta Forward Racing,3,2022,42,Titolare,0000339,012,F2
000063,Moto2,MV Agusta Forward Racing,4,2022,42,Titolare,0000451,012,F2
000063,Moto2,MV Agusta Forward Racing,5,2022,42,Titolare,0000527,012,F2
000063,Moto2,MV Agusta Forward Racing,6,2022,42,Titolare,0000582,012,F2
000063,Moto2,MV Agusta Forward Racing,7,2022,42,Titolare,0000638,012,F2
000063,Moto2,MV Agusta Forward Racing,8,2022,42,Titolare,0000702,012,F2
000063,Moto2,MV Agusta Forward Racing,9,2022,42,Titolare,0000755,012,F2
000063,Moto2,MV Agusta Forward Racing,10,2022,42,Titolare,0000816,012,F2
000063,Moto2,MV Agusta Forward Racing,11,2022,42,Titolare,0000869,012,F2
000064,Moto2,Pertamina Mandalika SAG Team,9,2022,55,Sostituto,0000762,011,Kalex Moto2
000064,Moto2,Pertamina Mandalika SAG Team,10,2022,55,Sostituto,0000813,011,Kalex Moto2
000064,Moto2,Pertamina Mandalika SAG Team,11,2022,55,Sostituto,0000874,011,Kalex Moto2
000065,Moto2,MV Agusta Forward Racing,9,2021,18,Sostituto,0001588,012,F2
000065,Moto2,MV Agusta Forward Racing,13,2021,81,Sostituto,0001891,012,F2
000065,Moto2,Yamaha VR46 Master Camp Team,1,2022,18,Titolare,0000286,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,2,2022,18,Titolare,0000313,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,3,2022,18,Titolare,0000338,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,4,2022,18,Titolare,0000452,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,5,2022,18,Titolare,0000502,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,6,2022,18,Titolare,0000573,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,7,2022,18,Titolare,0000626,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,8,2022,18,Titolare,0000693,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,9,2022,18,Titolare,0000740,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,10,2022,18,Titolare,0000804,011,Kalex Moto2
000065,Moto2,Yamaha VR46 Master Camp Team,11,2022,18,Titolare,0000861,011,Kalex Moto2
000066,Moto3,Aspar Team,1,2021,11,Titolare,0000964,007,RC250GP
000066,Moto3,Aspar Team,2,2021,11,Titolare,0001061,007,RC250GP
000066,Moto3,Aspar Team,3,2021,11,Titolare,0001125,007,RC250GP
000066,Moto3,Aspar Team,4,2021,11,Titolare,0001211,007,RC250GP
000066,Moto3,Aspar Team,5,2021,11,Titolare,0001280,007,RC250GP
000066,Moto3,Aspar Team,6,2021,11,Titolare,0001367,007,RC250GP
000066,Moto3,Aspar Team,7,2021,11,Titolare,0001440,007,RC250GP
000066,Moto3,Aspar Team,8,2021,11,Titolare,0001525,007,RC250GP
000066,Moto3,Aspar Team,9,2021,11,Titolare,0001597,007,RC250GP
000066,Moto3,Aspar Team,10,2021,11,Titolare,0001676,007,RC250GP
000066,Moto3,Aspar Team,11,2021,11,Titolare,0001750,007,RC250GP
000066,Moto3,Aspar Team,12,2021,11,Titolare,0001841,007,RC250GP
000066,Moto3,Aspar Team,13,2021,11,Titolare,0001924,007,RC250GP
000066,Moto3,Aspar Team,14,2021,11,Titolare,0001992,007,RC250GP
000066,Moto3,Aspar Team,15,2021,11,Titolare,,007,RC250GP
000066,Moto3,Aspar Team,17,2021,11,Titolare,0002250,007,RC250GP
000066,Moto3,Aspar Team,18,2021,11,Titolare,0002301,007,RC250GP
000066,Moto3,GasGas Aspar Team,1,2022,11,Titolare,0000412,007,RC250GP
000066,Moto3,GasGas Aspar Team,2,2022,11,Titolare,0000386,007,RC250GP
000066,Moto3,GasGas Aspar Team,3,2022,11,Titolare,0000354,007,RC250GP
000066,Moto3,GasGas Aspar Team,4,2022,11,Titolare,0000496,007,RC250GP
000066,Moto3,GasGas Aspar Team,5,2022,11,Titolare,0000528,007,RC250GP
000066,Moto3,GasGas Aspar Team,6,2022,11,Titolare,0000589,007,RC250GP
000066,Moto3,GasGas Aspar Team,7,2022,11,Titolare,0000651,007,RC250GP
000066,Moto3,GasGas Aspar Team,8,2022,11,Titolare,0000704,007,RC250GP
000066,Moto3,GasGas Aspar Team,9,2022,11,Titolare,0000766,007,RC250GP
000066,Moto3,GasGas Aspar Team,10,2022,11,Titolare,0000825,007,RC250GP
000066,Moto3,GasGas Aspar Team,11,2022,11,Titolare,0000883,007,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,1,2022,43,Titolare,0000420,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,2,2022,43,Titolare,0000388,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,3,2022,43,Titolare,0000381,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,4,2022,43,Titolare,0000474,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,5,2022,43,Titolare,0000547,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,6,2022,43,Titolare,0000592,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,7,2022,43,Titolare,0000672,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,8,2022,43,Titolare,0000723,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,9,2022,43,Titolare,0000772,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,10,2022,43,Titolare,0000835,009,RC250GP
000067,Moto3,CFMoto Racing Prüstel GP,11,2022,43,Titolare,0000885,009,RC250GP
000067,Moto3,Leopard Racing,1,2021,43,Titolare,0000983,002,NSF250RW
000067,Moto3,Leopard Racing,2,2021,43,Titolare,0001066,002,NSF250RW
000067,Moto3,Leopard Racing,3,2021,43,Titolare,0001145,002,NSF250RW
000067,Moto3,Leopard Racing,4,2021,43,Titolare,0001207,002,NSF250RW
000067,Moto3,Leopard Racing,5,2021,43,Titolare,0001286,002,NSF250RW
000067,Moto3,Leopard Racing,6,2021,43,Titolare,0001374,002,NSF250RW
000067,Moto3,Leopard Racing,7,2021,43,Titolare,0001461,002,NSF250RW
000067,Moto3,Leopard Racing,8,2021,43,Titolare,0001527,002,NSF250RW
000067,Moto3,Leopard Racing,9,2021,43,Titolare,0001604,002,NSF250RW
000067,Moto3,Leopard Racing,10,2021,43,Titolare,,002,NSF250RW
000067,Moto3,Leopard Racing,12,2021,43,Titolare,0001843,002,NSF250RW
000067,Moto3,Leopard Racing,13,2021,43,Titolare,0001930,002,NSF250RW
000067,Moto3,Leopard Racing,14,2021,43,Titolare,0002014,002,NSF250RW
000067,Moto3,Leopard Racing,15,2021,43,Titolare,0002080,002,NSF250RW
000067,Moto3,Leopard Racing,16,2021,43,Titolare,0002153,002,NSF250RW
000067,Moto3,Leopard Racing,17,2021,43,Titolare,0002233,002,NSF250RW
000067,Moto3,Leopard Racing,18,2021,43,Titolare,0002300,002,NSF250RW
000068,Moto3,CFMoto Racing Prüstel GP,1,2022,99,Titolare,0000439,009,RC250GP
