pilota,classe,team,posizioneCalendario,anno,numeroDiGara,tipoIscrizione,risultato,costruttore,modello
000112,MotoE,LCR Honda,14,2021,21,Titolare,,013,Ego Corsa
000112,MotoE,Sic58 Squadra Corse,6,2022,21,Titolare,,013,Ego Corsa
000112,MotoE,Sic58 Squadra Corse,7,2022,21,Titolare,,013,Ego Corsa
000112,MotoE,Sic58 Squadra Corse,8,2022,21,Titolare,,013,Ego Corsa
000112,MotoE,Sic58 Squadra Corse,11,2022,21,Titolare,,013,Ego Corsa
000113,MotoE,Aspar Team,4,2021,6,Titolare,,013,Ego Corsa
000113,MotoE,Aspar Team,5,2021,6,Titolare,,013,Ego Corsa
000113,MotoE,Aspar Team,7,2021,6,Titolare,,013,Ego Corsa
000113,MotoE,Aspar Team,9,2021,6,Titolare,,013,Ego Corsa
000113,MotoE,Aspar Team,11,2021,6,Titolare,,013,Ego Corsa
000113,MotoE,Aspar Team,14,2021,6,Titolare,,013,Ego Corsa
000113,MotoE,GasGas Aspar Team,6,2022,6,Titolare,,013,Ego Corsa
000113,MotoE,GasGas Aspar Team,7,2022,6,Titolare,,013,Ego Corsa
000113,MotoE,GasGas Aspar Team,8,2022,6,Titolare,,013,Ego Corsa
000113,MotoE,GasGas Aspar Team,11,2022,6,Titolare,,013,Ego Corsa
000114,MotoE,GasGas Aspar Team,6,2022,70,Titolare,,013,Ego Corsa
000114,MotoE,GasGas Aspar Team,7,2022,70,Titolare,,013,Ego Corsa
000114,MotoE,GasGas Aspar Team,8,2022,70,Titolare,,013,Ego Corsa
000114,MotoE,GasGas Aspar Team,11,2022,70,Titolare,,013,Ego Corsa
000115,MotoE,Flexbox HP40,6,2022,27,Titolare,,013,Ego Corsa
000115,MotoE,Flexbox HP40,7,2022,27,Titolare,,013,Ego Corsa
000115,MotoE,Flexbox HP40,8,2022,27,Titolare,,013,Ego Corsa
000115,MotoE,Flexbox HP40,11,2022,27,Titolare,,013,Ego Corsa
000115,Moto2,Italtrans Racing Team,16,2021,27,Sostituto,0002139,011,Kalex Moto2
000115,MotoE,Sic58 Squadra Corse,4,2021,27,Titolare,,013,Ego Corsa
000115,MotoE,Sic58 Squadra Corse,5,2021,27,Titolare,,013,Ego Corsa
000115,MotoE,Sic58 Squadra Corse,7,2021,27,Titolare,,013,Ego Corsa
000115,MotoE,Sic58 Squadra Corse,9,2021,27,Titolare,,013,Ego Corsa
000115,MotoE,Sic58 Squadra Corse,14,2021,27,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,4,2021,40,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,5,2021,40,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,6,2022,40,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,7,2021,40,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,7,2022,40,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,9,2021,40,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,11,2021,40,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,11,2022,40,Titolare,,013,Ego Corsa
000116,MotoE,Flexbox HP40,14,2021,40,Titolare,,013,Ego Corsa
000117,MotoE,Flexbox HP40,8,2022,55,Sostituto,,013,Ego Corsa
000118,Moto2,Flexbox HP40,1,2021,40,Titolare,0000957,011,Kalex Moto2
000118,Moto2,Flexbox HP40,2,2021,40,Titolare,0001026,011,Kalex Moto2
000118,Moto2,Flexbox HP40,3,2021,40,Titolare,0001095,011,Kalex Moto2
000118,Moto2,Flexbox HP40,4,2021,40,Titolare,0001195,011,Kalex Moto2
000118,Moto2,Flexbox HP40,5,2021,40,Titolare,0001271,011,Kalex Moto2
000118,Moto2,Flexbox HP40,6,2021,40,Titolare,0001342,011,Kalex Moto2
000118,Moto2,Flexbox HP40,7,2021,40,Titolare,0001434,011,Kalex Moto2
000118,Moto2,Flexbox HP40,9,2021,40,Titolare,,011,Kalex Moto2
000118,Moto2,Flexbox HP40,10,2021,40,Titolare,0001671,011,Kalex Moto2
000118,Moto2,Flexbox HP40,11,2021,40,Titolare,0001734,011,Kalex Moto2
000118,Moto2,Flexbox HP40,12,2021,40,Titolare,0001824,011,Kalex Moto2
000118,Moto2,Flexbox HP40,13,2021,40,Titolare,0001903,011,Kalex Moto2
000118,Moto2,Flexbox HP40,14,2021,40,Titolare,0001978,011,Kalex Moto2
000118,Moto2,Flexbox HP40,15,2021,40,Titolare,0002063,011,Kalex Moto2
000118,Moto2,Flexbox HP40,16,2021,40,Titolare,0002141,011,Kalex Moto2
000118,Moto2,Flexbox HP40,17,2021,40,Titolare,0002206,011,Kalex Moto2
000118,Moto2,Flexbox HP40,18,2021,40,Titolare,0002298,011,Kalex Moto2
000118,MotoE,Tech3 KTM Factory Racing,6,2022,4,Titolare,,013,Ego Corsa
000118,MotoE,Tech3 KTM Factory Racing,7,2022,4,Titolare,,013,Ego Corsa
000118,MotoE,Tech3 KTM Factory Racing,8,2022,4,Titolare,,013,Ego Corsa
000118,MotoE,Tech3 KTM Factory Racing,11,2022,4,Titolare,,013,Ego Corsa
000119,MotoE,Tech3 KTM Factory Racing,6,2022,17,Titolare,,013,Ego Corsa
000119,MotoE,Tech3 KTM Factory Racing,7,2022,17,Titolare,,013,Ego Corsa
000119,MotoE,Tech3 KTM Factory Racing,8,2022,17,Titolare,,013,Ego Corsa
000119,MotoE,Tech3 KTM Factory Racing,11,2022,17,Titolare,,013,Ego Corsa
000120,MotoE,WithU Yamaha RNF MotoGP Team,6,2022,7,Titolare,,013,Ego Corsa
000120,MotoE,WithU Yamaha RNF MotoGP Team,7,2022,7,Titolare,,013,Ego Corsa
000120,MotoE,WithU Yamaha RNF MotoGP Team,8,2022,7,Titolare,,013,Ego Corsa
000120,MotoE,WithU Yamaha RNF MotoGP Team,11,2022,7,Titolare,,013,Ego Corsa
000121,MotoE,WithU Yamaha RNF MotoGP Team,11,2022,38,Titolare,,013,Ego Corsa
000122,MotoE,Tech3 KTM Factory Racing,4,2021,3,Titolare,,013,Ego Corsa
000122,MotoE,Tech3 KTM Factory Racing,5,2021,3,Titolare,,013,Ego Corsa
000122,MotoE,Tech3 KTM Factory Racing,7,2021,3,Titolare,,013,Ego Corsa
000122,MotoE,Tech3 KTM Factory Racing,9,2021,3,Titolare,,013,Ego Corsa
000122,MotoE,Tech3 KTM Factory Racing,11,2021,3,Titolare,,013,Ego Corsa
000122,MotoE,Tech3 KTM Factory Racing,14,2021,3,Titolare,,013,Ego Corsa
000122,MotoE,WithU Yamaha RNF MotoGP Team,6,2022,3,Sostituto,,013,Ego Corsa
000123,MotoE,Team Gresini,4,2021,9,Titolare,,013,Ego Corsa
000123,MotoE,Team Gresini,5,2021,9,Titolare,,013,Ego Corsa
000123,MotoE,Team Gresini,7,2021,9,Titolare,,013,Ego Corsa
000123,MotoE,Team Gresini,9,2021,9,Titolare,,013,Ego Corsa
000123,MotoE,Team Gresini,11,2021,9,Titolare,,013,Ego Corsa
000123,MotoE,Team Gresini,14,2021,9,Titolare,,013,Ego Corsa
000123,MotoE,WithU Yamaha RNF MotoGP Team,7,2022,9,Sostituto,,013,Ego Corsa
000123,MotoE,WithU Yamaha RNF MotoGP Team,8,2022,9,Sostituto,,013,Ego Corsa
000124,MotoE,Esponsorama Racing,4,2021,14,Titolare,,013,Ego Corsa
000124,MotoE,Esponsorama Racing,5,2021,14,Titolare,,013,Ego Corsa
000124,MotoE,Esponsorama Racing,7,2021,14,Titolare,,013,Ego Corsa
000124,MotoE,Esponsorama Racing,9,2021,14,Titolare,,013,Ego Corsa
000124,MotoE,Esponsorama Racing,11,2021,14,Titolare,,013,Ego Corsa
000124,MotoE,Esponsorama Racing,14,2021,14,Titolare,,013,Ego Corsa
000125,MotoE,Prima Pramac Racing,4,2021,68,Titolare,,013,Ego Corsa
000125,MotoE,Prima Pramac Racing,5,2021,68,Titolare,,013,Ego Corsa
000125,MotoE,Prima Pramac Racing,7,2021,68,Titolare,,013,Ego Corsa
000125,MotoE,Prima Pramac Racing,9,2021,68,Titolare,,013,Ego Corsa
000125,MotoE,Prima Pramac Racing,11,2021,68,Titolare,,013,Ego Corsa
000125,MotoE,Prima Pramac Racing,14,2021,68,Titolare,,013,Ego Corsa
000126,MotoE,Sic58 Squadra Corse,11,2021,43,Sostituto,,013,Ego Corsa
000127,MotoE,Flexbox HP40,4,2021,80,Titolare,,013,Ego Corsa
000127,MotoE,Flexbox HP40,5,2021,80,Titolare,,013,Ego Corsa
000127,MotoE,Flexbox HP40,7,2021,80,Titolare,,013,Ego Corsa
000127,MotoE,Flexbox HP40,9,2021,80,Titolare,,013,Ego Corsa
000127,MotoE,Flexbox HP40,11,2021,80,Titolare,,013,Ego Corsa
000127,MotoE,Flexbox HP40,14,2021,80,Titolare,,013,Ego Corsa
000128,MotoE,Tech3 KTM Factory Racing,4,2021,19,Titolare,,013,Ego Corsa
000128,MotoE,Tech3 KTM Factory Racing,5,2021,19,Titolare,,013,Ego Corsa
000128,MotoE,Tech3 KTM Factory Racing,7,2021,19,Titolare,,013,Ego Corsa
000128,MotoE,Tech3 KTM Factory Racing,9,2021,19,Titolare,,013,Ego Corsa
000128,MotoE,Tech3 KTM Factory Racing,11,2021,19,Titolare,,013,Ego Corsa
000128,MotoE,Tech3 KTM Factory Racing,14,2021,19,Titolare,,013,Ego Corsa
000129,Moto3,Idemitsu Honda Team Asia,1,2021,19,Titolare,0000981,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,2,2021,19,Titolare,0001060,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,3,2021,19,Titolare,0001135,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,4,2021,19,Titolare,0001216,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,5,2021,19,Titolare,0001294,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,6,2021,19,Titolare,0001379,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,7,2021,19,Titolare,0001456,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,8,2021,19,Titolare,0001533,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,9,2021,19,Titolare,0001619,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,10,2021,19,Titolare,0001699,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,11,2021,19,Titolare,0001764,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,13,2021,19,Titolare,0001926,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,14,2021,19,Titolare,0002012,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,15,2021,19,Titolare,0002090,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,16,2021,19,Titolare,0002159,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,17,2021,19,Titolare,0002247,002,NSF250RW
000129,Moto3,Idemitsu Honda Team Asia,18,2021,19,Titolare,,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,1,2021,92,Titolare,0000976,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,2,2021,92,Titolare,0001053,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,3,2021,92,Titolare,0001133,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,4,2021,92,Titolare,0001212,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,5,2021,92,Titolare,,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,7,2021,92,Titolare,0001451,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,8,2021,92,Titolare,0001544,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,9,2021,92,Titolare,0001618,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,10,2021,92,Titolare,0001682,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,11,2021,92,Titolare,0001767,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,12,2021,92,Titolare,0001849,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,13,2021,92,Titolare,0001923,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,14,2021,92,Titolare,,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,15,2021,92,Titolare,0002091,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,16,2021,92,Titolare,0002167,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,17,2021,92,Titolare,0002245,002,NSF250RW
000130,Moto3,Idemitsu Honda Team Asia,18,2021,92,Titolare,0002304,002,NSF250RW
000131,Moto3,Idemitsu Honda Team Asia,5,2021,32,Wildcard,0001303,002,NSF250RW
000131,Moto3,Idemitsu Honda Team Asia,6,2021,32,Sostituto,0001380,002,NSF250RW
000131,Moto3,Idemitsu Honda Team Asia,7,2021,32,Wildcard,0001457,002,NSF250RW
000131,Moto3,Idemitsu Honda Team Asia,9,2021,32,Wildcard,0001620,002,NSF250RW
000132,Moto3,CarXpert Prüstel GP,1,2021,50,Titolare,0000970,005,RC250GP
000132,Moto3,CarXpert Prüstel GP,2,2021,50,Titolare,0001049,005,RC250GP
000132,Moto3,CarXpert Prüstel GP,3,2021,50,Titolare,0001129,005,RC250GP
000132,Moto3,CarXpert Prüstel GP,4,2021,50,Titolare,0001205,005,RC250GP
000132,Moto3,CarXpert Prüstel GP,5,2021,50,Titolare,0001292,005,RC250GP
000132,Moto3,CarXpert Prüstel GP,6,2021,50,Titolare,,005,RC250GP
000133,Moto3,CIP Green Power,1,2021,73,Titolare,0000975,005,RC250GP
000133,Moto3,CIP Green Power,2,2021,73,Titolare,0001052,005,RC250GP
000133,Moto3,CIP Green Power,3,2021,73,Titolare,0001138,005,RC250GP
000133,Moto3,CIP Green Power,4,2021,73,Titolare,0001217,005,RC250GP
000133,Moto3,CIP Green Power,5,2021,73,Titolare,0001295,005,RC250GP
000133,Moto3,CIP Green Power,6,2021,73,Titolare,0001386,005,RC250GP
000133,Moto3,CIP Green Power,10,2021,73,Titolare,0001683,005,RC250GP
000133,Moto3,CIP Green Power,11,2021,73,Titolare,0001771,005,RC250GP
000133,Moto3,CIP Green Power,12,2021,73,Titolare,0001850,005,RC250GP
000133,Moto3,CIP Green Power,13,2021,73,Titolare,0001925,005,RC250GP
000133,Moto3,CIP Green Power,14,2021,73,Titolare,0002010,005,RC250GP
000133,Moto3,CIP Green Power,15,2021,73,Titolare,0002083,005,RC250GP
000133,Moto3,CIP Green Power,16,2021,73,Titolare,0002162,005,RC250GP
000133,Moto3,CIP Green Power,18,2021,73,Titolare,0002322,005,RC250GP
000134,Moto2,Speed Up,1,2021,5,Titolare,0000952,010,B-21
000134,Moto2,Speed Up,2,2021,5,Titolare,0001028,010,B-21
000134,Moto2,Speed Up,3,2021,5,Titolare,0001115,010,B-21
000134,Moto2,Speed Up,4,2021,5,Titolare,0001188,010,B-21
000134,Moto2,Speed Up,5,2021,5,Titolare,,010,B-21
000134,Moto2,Speed Up,10,2021,5,Titolare,0001668,010,B-21
000134,Moto2,Speed Up,11,2021,5,Titolare,0001744,010,B-21
000134,Moto2,Speed Up,14,2021,5,Titolare,0001987,010,B-21
000135,Moto2,Team Gresini,1,2021,11,Titolare,0000954,011,Kalex Moto2
000135,Moto2,Team Gresini,2,2021,11,Titolare,0001027,011,Kalex Moto2
000135,Moto2,Team Gresini,3,2021,11,Titolare,0001112,011,Kalex Moto2
000135,Moto2,Team Gresini,4,2021,11,Titolare,0001198,011,Kalex Moto2
000135,Moto2,Team Gresini,5,2021,11,Titolare,0001259,011,Kalex Moto2
000135,Moto2,Team Gresini,6,2021,11,Titolare,,011,Kalex Moto2
000135,Moto2,Team Gresini,7,2021,11,Titolare,0001424,011,Kalex Moto2
000135,Moto2,Team Gresini,8,2021,11,Titolare,0001499,011,Kalex Moto2
000135,Moto2,Team Gresini,9,2021,11,Titolare,0001585,011,Kalex Moto2
000135,Moto2,Team Gresini,10,2021,11,Titolare,0001666,011,Kalex Moto2
000135,Moto2,Team Gresini,11,2021,11,Titolare,0001741,011,Kalex Moto2
000135,Moto2,Team Gresini,12,2021,11,Titolare,0001810,011,Kalex Moto2
000135,Moto2,Team Gresini,13,2021,11,Titolare,0001897,011,Kalex Moto2
000135,Moto2,Team Gresini,14,2021,11,Titolare,0001975,011,Kalex Moto2
000135,Moto2,Team Gresini,15,2021,11,Titolare,,011,Kalex Moto2
000135,Moto2,Team Gresini,16,2021,11,Titolare,0002133,011,Kalex Moto2
000135,Moto2,Team Gresini,17,2021,11,Titolare,0002216,011,Kalex Moto2
000135,Moto2,Team Gresini,18,2021,11,Titolare,0002296,011,Kalex Moto2
000136,Moto2,Italtrans Racing Team,15,2021,45,Sostituto,0002053,011,Kalex Moto2
000136,Moto2,Italtrans Racing Team,17,2021,45,Sostituto,0002215,011,Kalex Moto2
000136,Moto2,Italtrans Racing Team,18,2021,45,Sostituto,0002283,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,1,2021,12,Titolare,0000947,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,2,2021,12,Titolare,0001035,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,3,2021,12,Titolare,0001104,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,4,2021,12,Titolare,0001187,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,5,2021,12,Titolare,0001270,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,6,2021,12,Titolare,,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,7,2021,12,Titolare,0001422,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,8,2021,12,Titolare,0001507,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,9,2021,12,Titolare,0001580,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,10,2021,12,Titolare,0001660,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,11,2021,12,Titolare,0001728,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,12,2021,12,Titolare,0001807,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,13,2021,12,Titolare,0001905,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,14,2021,12,Titolare,0001969,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,15,2021,12,Titolare,0002066,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,16,2021,12,Titolare,0002129,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,17,2021,12,Titolare,0002213,011,Kalex Moto2
000137,Moto2,Pertamina Mandalika SAG Team,18,2021,12,Titolare,0002284,011,Kalex Moto2
000138,Moto2,Pertamina Mandalika SAG Team,18,2021,20,Wildcard,0002299,011,Kalex Moto2
000139,Moto2,NTS RW Racing GP,4,2021,32,Sostituto,0001190,014,NH7
000139,Moto2,Pertamina Mandalika SAG Team,11,2021,29,Wildcard,0001740,011,Kalex Moto2
000140,Moto2,Petronas Sprinta Racing,12,2021,77,Sostituto,0001822,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,1,2021,97,Titolare,0000956,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,2,2021,97,Titolare,0001019,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,3,2021,97,Titolare,0001094,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,4,2021,97,Titolare,0001174,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,5,2021,97,Titolare,0001273,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,6,2021,97,Titolare,0001354,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,7,2021,97,Titolare,0001410,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,8,2021,97,Titolare,0001511,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,9,2021,97,Titolare,0001574,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,10,2021,97,Titolare,0001653,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,11,2021,97,Titolare,0001733,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,12,2021,97,Titolare,0001804,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,13,2021,97,Titolare,0001904,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,14,2021,97,Titolare,0001966,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,15,2021,97,Titolare,0002045,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,16,2021,97,Titolare,0002137,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,17,2021,97,Titolare,0002221,011,Kalex Moto2
000141,Moto2,Petronas Sprinta Racing,18,2021,97,Titolare,0002278,011,Kalex Moto2
000142,Moto2,MV Agusta Forward Racing,1,2021,7,Titolare,0000959,012,F2
000142,Moto2,MV Agusta Forward Racing,2,2021,7,Titolare,0001030,012,F2
000142,Moto2,MV Agusta Forward Racing,3,2021,7,Titolare,0001101,012,F2
000142,Moto2,MV Agusta Forward Racing,4,2021,7,Titolare,0001183,012,F2
000142,Moto2,MV Agusta Forward Racing,5,2021,7,Titolare,0001265,012,F2
000142,Moto2,MV Agusta Forward Racing,6,2021,7,Titolare,0001356,012,F2
000142,Moto2,MV Agusta Forward Racing,7,2021,7,Titolare,0001430,012,F2
000142,Moto2,MV Agusta Forward Racing,8,2021,7,Titolare,0001515,012,F2
000142,Moto2,MV Agusta Forward Racing,10,2021,7,Titolare,0001665,012,F2
000142,Moto2,MV Agusta Forward Racing,11,2021,7,Titolare,,012,F2
000142,Moto2,MV Agusta Forward Racing,12,2021,7,Titolare,0001825,012,F2
000142,Moto2,MV Agusta Forward Racing,14,2021,7,Titolare,0001982,012,F2
000142,Moto2,MV Agusta Forward Racing,15,2021,7,Titolare,0002059,012,F2
000142,Moto2,MV Agusta Forward Racing,16,2021,7,Titolare,0002135,012,F2
000142,Moto2,MV Agusta Forward Racing,17,2021,7,Titolare,0002220,012,F2
000142,Moto2,MV Agusta Forward Racing,18,2021,7,Titolare,,012,F2
000143,Moto2,MV Agusta Forward Racing,2,2021,10,Sostituto,0001037,012,F2
000143,Moto2,MV Agusta Forward Racing,4,2021,10,Wildcard,0001191,012,F2
000143,Moto2,MV Agusta Forward Racing,5,2021,10,Wildcard,0001268,012,F2
000143,Moto2,MV Agusta Forward Racing,6,2021,10,Wildcard,0001348,012,F2
000143,Moto2,NTS RW Racing GP,16,2021,10,Sostituto,0002142,014,NH7
000144,Moto2,NTS RW Racing GP,1,2021,55,Titolare,0000958,014,NH7
000144,Moto2,NTS RW Racing GP,2,2021,55,Titolare,0001031,014,NH7
000144,Moto2,NTS RW Racing GP,3,2021,55,Titolare,0001105,014,NH7
000144,Moto2,NTS RW Racing GP,4,2021,55,Titolare,0001185,014,NH7
000144,Moto2,NTS RW Racing GP,5,2021,55,Titolare,0001263,014,NH7
000144,Moto2,NTS RW Racing GP,6,2021,55,Titolare,0001338,014,NH7
000144,Moto2,NTS RW Racing GP,7,2021,55,Titolare,0001427,014,NH7
000144,Moto2,NTS RW Racing GP,8,2021,55,Titolare,0001505,014,NH7
000144,Moto2,NTS RW Racing GP,9,2021,55,Titolare,0001589,014,NH7
000144,Moto2,NTS RW Racing GP,10,2021,55,Titolare,0001672,014,NH7
000144,Moto2,NTS RW Racing GP,11,2021,55,Titolare,0001737,014,NH7
000144,Moto2,NTS RW Racing GP,12,2021,55,Titolare,0001817,014,NH7
000144,Moto2,NTS RW Racing GP,13,2021,55,Titolare,0001893,014,NH7
000144,Moto2,NTS RW Racing GP,14,2021,55,Titolare,0001976,014,NH7
000144,Moto2,NTS RW Racing GP,15,2021,55,Titolare,0002057,014,NH7
000144,Moto2,NTS RW Racing GP,17,2021,55,Titolare,0002212,014,NH7
000144,Moto2,NTS RW Racing GP,18,2021,55,Titolare,0002287,014,NH7
000145,Moto2,NTS RW Racing GP,3,2021,89,Sostituto,0001107,014,NH7
000146,MotoGP,Monster Energy Yamaha MotoGP,12,2021,35,Titolare,0001792,003,YZR-M1
000146,MotoGP,Monster Energy Yamaha MotoGP,13,2021,35,Titolare,0001868,003,YZR-M1
000146,MotoGP,Petronas Sprinta Racing,10,2021,35,Sostituto,0001639,003,YZR-M1
000146,MotoGP,Petronas Sprinta Racing,11,2021,35,Sostituto,0001716,003,YZR-M1
000147,MotoGP,Petronas Sprinta Racing,9,2021,31,Sostituto,0001561,003,YZR-M1
000148,MotoGP,Tech3 KTM Factory Racing,1,2021,27,Titolare,0000927,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,2,2021,27,Titolare,0001010,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,3,2021,27,Titolare,0001081,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,4,2021,27,Titolare,0001162,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,5,2021,27,Titolare,0001235,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,6,2021,27,Titolare,0001318,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,7,2021,27,Titolare,0001402,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,8,2021,27,Titolare,0001483,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,9,2021,27,Titolare,0001563,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,10,2021,27,Titolare,0001637,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,11,2021,27,Titolare,0001705,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,12,2021,27,Titolare,0001782,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,13,2021,27,Titolare,0001863,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,14,2021,27,Titolare,0001957,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,15,2021,27,Titolare,0002032,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,16,2021,27,Titolare,0002111,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,17,2021,27,Titolare,0002191,005,RC16
000148,MotoGP,Tech3 KTM Factory Racing,18,2021,27,Titolare,0002267,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,1,2021,9,Titolare,0000932,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,2,2021,9,Titolare,0001007,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,3,2021,9,Titolare,0001079,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,4,2021,9,Titolare,0001159,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,5,2021,9,Titolare,0001231,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,6,2021,9,Titolare,0001316,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,7,2021,9,Titolare,0001406,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,8,2021,9,Titolare,0001487,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,9,2021,9,Titolare,0001557,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,10,2021,9,Titolare,0001640,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,11,2021,9,Titolare,0001711,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,12,2021,9,Titolare,0001785,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,13,2021,9,Titolare,0001867,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,14,2021,9,Titolare,0001950,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,15,2021,9,Titolare,0002034,005,RC16
000149,MotoGP,Tech3 KTM Factory Racing,16,2021,9,Titolare,0002114,005,RC16
